"FREQUENC","GEO","TIME","DEG_URB","SEX","AGE","UNIT","Value","Flag and Footnotes"
"Every week","Turkey","2014","Cities","Males","65 years or over","Percentage","0",""
"Every week","Turkey","2014","Cities","Females","Total","Percentage","0",""
"Every week","Turkey","2014","Cities","Females","From 15 to 24 years","Percentage","0",""
"Every week","Turkey","2014","Cities","Females","From 25 to 64 years","Percentage","0",""
"Every week","Turkey","2014","Cities","Females","65 years or over","Percentage","0",""
"Every month","European Union - 28 countries","2014","Cities","Total","Total","Percentage","23.2","e"
"Every month","European Union - 28 countries","2014","Cities","Total","From 15 to 24 years","Percentage","28.6","e"
"Every month","European Union - 28 countries","2014","Cities","Total","From 25 to 64 years","Percentage","24.7","e"
"Every month","European Union - 28 countries","2014","Cities","Total","65 years or over","Percentage","15.6","e"
"Every month","European Union - 28 countries","2014","Cities","Males","Total","Percentage","22.6","e"
"Every month","European Union - 28 countries","2014","Cities","Males","From 15 to 24 years","Percentage","28.5","e"
"Every month","European Union - 28 countries","2014","Cities","Males","From 25 to 64 years","Percentage","23.6","e"
"Every month","European Union - 28 countries","2014","Cities","Males","65 years or over","Percentage","15.3","e"
"Every month","European Union - 28 countries","2014","Cities","Females","Total","Percentage","23.8","e"
"Every month","European Union - 28 countries","2014","Cities","Females","From 15 to 24 years","Percentage","28.7","e"
"Every month","European Union - 28 countries","2014","Cities","Females","From 25 to 64 years","Percentage","25.8","e"
"Every month","European Union - 28 countries","2014","Cities","Females","65 years or over","Percentage","15.8","e"
"Every month","Belgium","2014","Cities","Total","Total","Percentage","18.5","u"
"Every month","Belgium","2014","Cities","Total","From 15 to 24 years","Percentage","17.5","u"
"Every month","Belgium","2014","Cities","Total","From 25 to 64 years","Percentage","20.2","u"
"Every month","Belgium","2014","Cities","Total","65 years or over","Percentage","13.9","u"
"Every month","Belgium","2014","Cities","Males","Total","Percentage","14.1","u"
"Every month","Belgium","2014","Cities","Males","From 15 to 24 years","Percentage","19.3","u"
"Every month","Belgium","2014","Cities","Males","From 25 to 64 years","Percentage","14.4","u"
"Every month","Belgium","2014","Cities","Males","65 years or over","Percentage","10.8","u"
"Every month","Belgium","2014","Cities","Females","Total","Percentage","22.7","u"
"Every month","Belgium","2014","Cities","Females","From 15 to 24 years","Percentage","15.7","u"
"Every month","Belgium","2014","Cities","Females","From 25 to 64 years","Percentage","25.9","u"
"Every month","Belgium","2014","Cities","Females","65 years or over","Percentage","16.4","u"
"Every month","Bulgaria","2014","Cities","Total","Total","Percentage","30.1",""
"Every month","Bulgaria","2014","Cities","Total","From 15 to 24 years","Percentage","25.5",""
"Every month","Bulgaria","2014","Cities","Total","From 25 to 64 years","Percentage","33.6",""
"Every month","Bulgaria","2014","Cities","Total","65 years or over","Percentage","20.0",""
"Every month","Bulgaria","2014","Cities","Males","Total","Percentage","31.5",""
"Every month","Bulgaria","2014","Cities","Males","From 15 to 24 years","Percentage","30.3",""
"Every month","Bulgaria","2014","Cities","Males","From 25 to 64 years","Percentage","33.1",""
"Every month","Bulgaria","2014","Cities","Males","65 years or over","Percentage","24.9",""
"Every month","Bulgaria","2014","Cities","Females","Total","Percentage","28.8",""
"Every month","Bulgaria","2014","Cities","Females","From 15 to 24 years","Percentage","19.7",""
"Every month","Bulgaria","2014","Cities","Females","From 25 to 64 years","Percentage","34.1",""
"Every month","Bulgaria","2014","Cities","Females","65 years or over","Percentage","16.9",""
"Every month","Czechia","2014","Cities","Total","Total","Percentage","28.8",""
"Every month","Czechia","2014","Cities","Total","From 15 to 24 years","Percentage","25.6",""
"Every month","Czechia","2014","Cities","Total","From 25 to 64 years","Percentage","32.4",""
"Every month","Czechia","2014","Cities","Total","65 years or over","Percentage","20.7",""
"Every month","Czechia","2014","Cities","Males","Total","Percentage","21.6",""
"Every month","Czechia","2014","Cities","Males","From 15 to 24 years","Percentage","17.8",""
"Every month","Czechia","2014","Cities","Males","From 25 to 64 years","Percentage","23.8",""
"Every month","Czechia","2014","Cities","Males","65 years or over","Percentage","17.3",""
"Every month","Czechia","2014","Cities","Females","Total","Percentage","35.1",""
"Every month","Czechia","2014","Cities","Females","From 15 to 24 years","Percentage","36.5",""
"Every month","Czechia","2014","Cities","Females","From 25 to 64 years","Percentage","40.0",""
"Every month","Czechia","2014","Cities","Females","65 years or over","Percentage","23.2",""
"Every month","Denmark","2014","Cities","Total","Total","Percentage","28.3",""
"Every month","Denmark","2014","Cities","Total","From 15 to 24 years","Percentage","43.1",""
"Every month","Denmark","2014","Cities","Total","From 25 to 64 years","Percentage","27.8",""
"Every month","Denmark","2014","Cities","Total","65 years or over","Percentage","15.5",""
"Every month","Denmark","2014","Cities","Males","Total","Percentage","25.6",""
"Every month","Denmark","2014","Cities","Males","From 15 to 24 years","Percentage","39.1",""
"Every month","Denmark","2014","Cities","Males","From 25 to 64 years","Percentage","25.4",""
"Every month","Denmark","2014","Cities","Males","65 years or over","Percentage","11.0",""
"Every month","Denmark","2014","Cities","Females","Total","Percentage","30.8",""
"Every month","Denmark","2014","Cities","Females","From 15 to 24 years","Percentage","46.9",""
"Every month","Denmark","2014","Cities","Females","From 25 to 64 years","Percentage","30.4",""
"Every month","Denmark","2014","Cities","Females","65 years or over","Percentage","18.7",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","Total","Percentage","23.6",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 15 to 24 years","Percentage","31.1",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 25 to 64 years","Percentage","23.4",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","65 years or over","Percentage","20.2",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","Total","Percentage","20.3",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 15 to 24 years","Percentage","29.0",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 25 to 64 years","Percentage","20.2",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","65 years or over","Percentage","15.0",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","Total","Percentage","26.8",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 15 to 24 years","Percentage","33.2",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 25 to 64 years","Percentage","26.7",""
"Every month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","65 years or over","Percentage","24.0",""
"Every month","Estonia","2014","Cities","Total","Total","Percentage","29.3",""
"Every month","Estonia","2014","Cities","Total","From 15 to 24 years","Percentage","22.7",""
"Every month","Estonia","2014","Cities","Total","From 25 to 64 years","Percentage","33.9",""
"Every month","Estonia","2014","Cities","Total","65 years or over","Percentage","17.6",""
"Every month","Estonia","2014","Cities","Males","Total","Percentage","32.1",""
"Every month","Estonia","2014","Cities","Males","From 15 to 24 years","Percentage","24.0",""
"Every month","Estonia","2014","Cities","Males","From 25 to 64 years","Percentage","34.0",""
"Every month","Estonia","2014","Cities","Males","65 years or over","Percentage","30.4",""
"Every month","Estonia","2014","Cities","Females","Total","Percentage","26.8",""
"Every month","Estonia","2014","Cities","Females","From 15 to 24 years","Percentage","21.5",""
"Every month","Estonia","2014","Cities","Females","From 25 to 64 years","Percentage","33.9",""
"Every month","Estonia","2014","Cities","Females","65 years or over","Percentage","11.2",""
"Every month","Ireland","2014","Cities","Total","Total","Percentage","24.3",""
"Every month","Ireland","2014","Cities","Total","From 15 to 24 years","Percentage","29.9",""
"Every month","Ireland","2014","Cities","Total","From 25 to 64 years","Percentage","25.0",""
"Every month","Ireland","2014","Cities","Total","65 years or over","Percentage","16.9",""
"Every month","Ireland","2014","Cities","Males","Total","Percentage","23.5",""
"Every month","Ireland","2014","Cities","Males","From 15 to 24 years","Percentage","21.8","u"
"Every month","Ireland","2014","Cities","Males","From 25 to 64 years","Percentage","25.1",""
"Every month","Ireland","2014","Cities","Males","65 years or over","Percentage","17.2",""
"Every month","Ireland","2014","Cities","Females","Total","Percentage","25.1",""
"Every month","Ireland","2014","Cities","Females","From 15 to 24 years","Percentage","37.8",""
"Every month","Ireland","2014","Cities","Females","From 25 to 64 years","Percentage","24.8",""
"Every month","Ireland","2014","Cities","Females","65 years or over","Percentage","16.6",""
"Every month","Greece","2014","Cities","Total","Total","Percentage","27.8",""
"Every month","Greece","2014","Cities","Total","From 15 to 24 years","Percentage","33.5",""
"Every month","Greece","2014","Cities","Total","From 25 to 64 years","Percentage","30.6",""
"Every month","Greece","2014","Cities","Total","65 years or over","Percentage","16.3",""
"Every month","Greece","2014","Cities","Males","Total","Percentage","29.8",""
"Every month","Greece","2014","Cities","Males","From 15 to 24 years","Percentage","31.4",""
"Every month","Greece","2014","Cities","Males","From 25 to 64 years","Percentage","31.9",""
"Every month","Greece","2014","Cities","Males","65 years or over","Percentage","21.2",""
"Every month","Greece","2014","Cities","Females","Total","Percentage","26.0",""
"Every month","Greece","2014","Cities","Females","From 15 to 24 years","Percentage","35.9",""
"Every month","Greece","2014","Cities","Females","From 25 to 64 years","Percentage","29.3",""
"Every month","Greece","2014","Cities","Females","65 years or over","Percentage","12.8",""
"Every month","Spain","2014","Cities","Total","Total","Percentage","19.7",""
"Every month","Spain","2014","Cities","Total","From 15 to 24 years","Percentage","29.2",""
"Every month","Spain","2014","Cities","Total","From 25 to 64 years","Percentage","20.7",""
"Every month","Spain","2014","Cities","Total","65 years or over","Percentage","10.6",""
"Every month","Spain","2014","Cities","Males","Total","Percentage","19.2",""
"Every month","Spain","2014","Cities","Males","From 15 to 24 years","Percentage","28.0",""
"Every month","Spain","2014","Cities","Males","From 25 to 64 years","Percentage","19.9",""
"Every month","Spain","2014","Cities","Males","65 years or over","Percentage","10.4",""
"Every month","Spain","2014","Cities","Females","Total","Percentage","20.0",""
"Every month","Spain","2014","Cities","Females","From 15 to 24 years","Percentage","30.5",""
"Every month","Spain","2014","Cities","Females","From 25 to 64 years","Percentage","21.4",""
"Every month","Spain","2014","Cities","Females","65 years or over","Percentage","10.7",""
"Every month","Croatia","2014","Cities","Total","Total","Percentage","24.9",""
"Every month","Croatia","2014","Cities","Total","From 15 to 24 years","Percentage","38.4",""
"Every month","Croatia","2014","Cities","Total","From 25 to 64 years","Percentage","25.9",""
"Every month","Croatia","2014","Cities","Total","65 years or over","Percentage","15.4",""
"Every month","Croatia","2014","Cities","Males","Total","Percentage","29.4",""
"Every month","Croatia","2014","Cities","Males","From 15 to 24 years","Percentage","47.6","u"
"Every month","Croatia","2014","Cities","Males","From 25 to 64 years","Percentage","29.1",""
"Every month","Croatia","2014","Cities","Males","65 years or over","Percentage","19.7",""
"Every month","Croatia","2014","Cities","Females","Total","Percentage","21.5",""
"Every month","Croatia","2014","Cities","Females","From 15 to 24 years","Percentage","31.5",""
"Every month","Croatia","2014","Cities","Females","From 25 to 64 years","Percentage","23.3",""
"Every month","Croatia","2014","Cities","Females","65 years or over","Percentage","12.6",""
"Every month","Italy","2014","Cities","Total","Total","Percentage","22.1",""
"Every month","Italy","2014","Cities","Total","From 15 to 24 years","Percentage","25.5",""
"Every month","Italy","2014","Cities","Total","From 25 to 64 years","Percentage","24.9",""
"Every month","Italy","2014","Cities","Total","65 years or over","Percentage","14.0",""
"Every month","Italy","2014","Cities","Males","Total","Percentage","21.9",""
"Every month","Italy","2014","Cities","Males","From 15 to 24 years","Percentage","23.1",""
"Every month","Italy","2014","Cities","Males","From 25 to 64 years","Percentage","24.7",""
"Every month","Italy","2014","Cities","Males","65 years or over","Percentage","14.0",""
"Every month","Italy","2014","Cities","Females","Total","Percentage","22.2",""
"Every month","Italy","2014","Cities","Females","From 15 to 24 years","Percentage","28.0",""
"Every month","Italy","2014","Cities","Females","From 25 to 64 years","Percentage","25.0",""
"Every month","Italy","2014","Cities","Females","65 years or over","Percentage","14.0",""
"Every month","Cyprus","2014","Cities","Total","Total","Percentage","24.9",""
"Every month","Cyprus","2014","Cities","Total","From 15 to 24 years","Percentage","22.6",""
"Every month","Cyprus","2014","Cities","Total","From 25 to 64 years","Percentage","27.4",""
"Every month","Cyprus","2014","Cities","Total","65 years or over","Percentage","15.7",""
"Every month","Cyprus","2014","Cities","Males","Total","Percentage","30.0",""
"Every month","Cyprus","2014","Cities","Males","From 15 to 24 years","Percentage","27.9",""
"Every month","Cyprus","2014","Cities","Males","From 25 to 64 years","Percentage","32.7",""
"Every month","Cyprus","2014","Cities","Males","65 years or over","Percentage","20.0",""
"Every month","Cyprus","2014","Cities","Females","Total","Percentage","20.4",""
"Every month","Cyprus","2014","Cities","Females","From 15 to 24 years","Percentage","18.0",""
"Every month","Cyprus","2014","Cities","Females","From 25 to 64 years","Percentage","22.8",""
"Every month","Cyprus","2014","Cities","Females","65 years or over","Percentage","12.1",""
"Every month","Latvia","2014","Cities","Total","Total","Percentage","31.5",""
"Every month","Latvia","2014","Cities","Total","From 15 to 24 years","Percentage","32.7",""
"Every month","Latvia","2014","Cities","Total","From 25 to 64 years","Percentage","36.4",""
"Every month","Latvia","2014","Cities","Total","65 years or over","Percentage","16.5",""
"Every month","Latvia","2014","Cities","Males","Total","Percentage","34.6",""
"Every month","Latvia","2014","Cities","Males","From 15 to 24 years","Percentage","29.2",""
"Every month","Latvia","2014","Cities","Males","From 25 to 64 years","Percentage","37.1",""
"Every month","Latvia","2014","Cities","Males","65 years or over","Percentage","27.8",""
"Every month","Latvia","2014","Cities","Females","Total","Percentage","29.2",""
"Every month","Latvia","2014","Cities","Females","From 15 to 24 years","Percentage","36.0",""
"Every month","Latvia","2014","Cities","Females","From 25 to 64 years","Percentage","35.9",""
"Every month","Latvia","2014","Cities","Females","65 years or over","Percentage","11.5",""
"Every month","Lithuania","2014","Cities","Total","Total","Percentage","38.6",""
"Every month","Lithuania","2014","Cities","Total","From 15 to 24 years","Percentage","30.3",""
"Every month","Lithuania","2014","Cities","Total","From 25 to 64 years","Percentage","48.0",""
"Every month","Lithuania","2014","Cities","Total","65 years or over","Percentage","16.6",""
"Every month","Lithuania","2014","Cities","Males","Total","Percentage","43.1",""
"Every month","Lithuania","2014","Cities","Males","From 15 to 24 years","Percentage","33.6",""
"Every month","Lithuania","2014","Cities","Males","From 25 to 64 years","Percentage","49.1",""
"Every month","Lithuania","2014","Cities","Males","65 years or over","Percentage","28.6",""
"Every month","Lithuania","2014","Cities","Females","Total","Percentage","35.2",""
"Every month","Lithuania","2014","Cities","Females","From 15 to 24 years","Percentage","26.8",""
"Every month","Lithuania","2014","Cities","Females","From 25 to 64 years","Percentage","47.0",""
"Every month","Lithuania","2014","Cities","Females","65 years or over","Percentage","10.8",""
"Every month","Luxembourg","2014","Cities","Total","Total","Percentage","19.4",""
"Every month","Luxembourg","2014","Cities","Total","From 15 to 24 years","Percentage","22.7",""
"Every month","Luxembourg","2014","Cities","Total","From 25 to 64 years","Percentage","21.7",""
"Every month","Luxembourg","2014","Cities","Total","65 years or over","Percentage","7.1",""
"Every month","Luxembourg","2014","Cities","Males","Total","Percentage","19.1",""
"Every month","Luxembourg","2014","Cities","Males","From 15 to 24 years","Percentage","20.0","u"
"Every month","Luxembourg","2014","Cities","Males","From 25 to 64 years","Percentage","21.2",""
"Every month","Luxembourg","2014","Cities","Males","65 years or over","Percentage","7.1",""
"Every month","Luxembourg","2014","Cities","Females","Total","Percentage","19.7",""
"Every month","Luxembourg","2014","Cities","Females","From 15 to 24 years","Percentage","25.8","u"
"Every month","Luxembourg","2014","Cities","Females","From 25 to 64 years","Percentage","22.1",""
"Every month","Luxembourg","2014","Cities","Females","65 years or over","Percentage","7.0","u"
"Every month","Hungary","2014","Cities","Total","Total","Percentage","27.6",""
"Every month","Hungary","2014","Cities","Total","From 15 to 24 years","Percentage","35.6",""
"Every month","Hungary","2014","Cities","Total","From 25 to 64 years","Percentage","30.4",""
"Every month","Hungary","2014","Cities","Total","65 years or over","Percentage","14.9",""
"Every month","Hungary","2014","Cities","Males","Total","Percentage","28.4",""
"Every month","Hungary","2014","Cities","Males","From 15 to 24 years","Percentage","33.6",""
"Every month","Hungary","2014","Cities","Males","From 25 to 64 years","Percentage","30.5",""
"Every month","Hungary","2014","Cities","Males","65 years or over","Percentage","16.7",""
"Every month","Hungary","2014","Cities","Females","Total","Percentage","27.0",""
"Every month","Hungary","2014","Cities","Females","From 15 to 24 years","Percentage","37.5",""
"Every month","Hungary","2014","Cities","Females","From 25 to 64 years","Percentage","30.3",""
"Every month","Hungary","2014","Cities","Females","65 years or over","Percentage","13.8",""
"Every month","Malta","2014","Cities","Total","Total","Percentage","29.1",""
"Every month","Malta","2014","Cities","Total","From 15 to 24 years","Percentage","33.8",""
"Every month","Malta","2014","Cities","Total","From 25 to 64 years","Percentage","30.5",""
"Every month","Malta","2014","Cities","Total","65 years or over","Percentage","21.3",""
"Every month","Malta","2014","Cities","Males","Total","Percentage","32.4",""
"Every month","Malta","2014","Cities","Males","From 15 to 24 years","Percentage","29.9",""
"Every month","Malta","2014","Cities","Males","From 25 to 64 years","Percentage","34.2",""
"Every month","Malta","2014","Cities","Males","65 years or over","Percentage","27.8",""
"Every month","Malta","2014","Cities","Females","Total","Percentage","25.8",""
"Every month","Malta","2014","Cities","Females","From 15 to 24 years","Percentage","37.9",""
"Every month","Malta","2014","Cities","Females","From 25 to 64 years","Percentage","26.6",""
"Every month","Malta","2014","Cities","Females","65 years or over","Percentage","16.4",""
"Every month","Austria","2014","Cities","Total","Total","Percentage","28.4",""
"Every month","Austria","2014","Cities","Total","From 15 to 24 years","Percentage","38.5",""
"Every month","Austria","2014","Cities","Total","From 25 to 64 years","Percentage","28.3",""
"Every month","Austria","2014","Cities","Total","65 years or over","Percentage","21.8",""
"Every month","Austria","2014","Cities","Males","Total","Percentage","26.8",""
"Every month","Austria","2014","Cities","Males","From 15 to 24 years","Percentage","43.5",""
"Every month","Austria","2014","Cities","Males","From 25 to 64 years","Percentage","25.3",""
"Every month","Austria","2014","Cities","Males","65 years or over","Percentage","17.2",""
"Every month","Austria","2014","Cities","Females","Total","Percentage","29.9",""
"Every month","Austria","2014","Cities","Females","From 15 to 24 years","Percentage","33.1",""
"Every month","Austria","2014","Cities","Females","From 25 to 64 years","Percentage","31.2",""
"Every month","Austria","2014","Cities","Females","65 years or over","Percentage","24.8",""
"Every month","Poland","2014","Cities","Total","Total","Percentage","29.8",""
"Every month","Poland","2014","Cities","Total","From 15 to 24 years","Percentage","31.9",""
"Every month","Poland","2014","Cities","Total","From 25 to 64 years","Percentage","32.8",""
"Every month","Poland","2014","Cities","Total","65 years or over","Percentage","18.1",""
"Every month","Poland","2014","Cities","Males","Total","Percentage","32.0",""
"Every month","Poland","2014","Cities","Males","From 15 to 24 years","Percentage","34.1",""
"Every month","Poland","2014","Cities","Males","From 25 to 64 years","Percentage","33.7",""
"Every month","Poland","2014","Cities","Males","65 years or over","Percentage","23.6",""
"Every month","Poland","2014","Cities","Females","Total","Percentage","28.0",""
"Every month","Poland","2014","Cities","Females","From 15 to 24 years","Percentage","29.6",""
"Every month","Poland","2014","Cities","Females","From 25 to 64 years","Percentage","32.0",""
"Every month","Poland","2014","Cities","Females","65 years or over","Percentage","14.6",""
"Every month","Portugal","2014","Cities","Total","Total","Percentage","17.3",""
"Every month","Portugal","2014","Cities","Total","From 15 to 24 years","Percentage","29.8",""
"Every month","Portugal","2014","Cities","Total","From 25 to 64 years","Percentage","18.7",""
"Every month","Portugal","2014","Cities","Total","65 years or over","Percentage","6.7",""
"Every month","Portugal","2014","Cities","Males","Total","Percentage","15.1",""
"Every month","Portugal","2014","Cities","Males","From 15 to 24 years","Percentage","30.0",""
"Every month","Portugal","2014","Cities","Males","From 25 to 64 years","Percentage","15.0",""
"Every month","Portugal","2014","Cities","Males","65 years or over","Percentage","5.9",""
"Every month","Portugal","2014","Cities","Females","Total","Percentage","19.2",""
"Every month","Portugal","2014","Cities","Females","From 15 to 24 years","Percentage","29.6",""
"Every month","Portugal","2014","Cities","Females","From 25 to 64 years","Percentage","21.9",""
"Every month","Portugal","2014","Cities","Females","65 years or over","Percentage","7.3",""
"Every month","Romania","2014","Cities","Total","Total","Percentage","30.8",""
"Every month","Romania","2014","Cities","Total","From 15 to 24 years","Percentage","20.7",""
"Every month","Romania","2014","Cities","Total","From 25 to 64 years","Percentage","34.5",""
"Every month","Romania","2014","Cities","Total","65 years or over","Percentage","21.4",""
"Every month","Romania","2014","Cities","Males","Total","Percentage","37.4",""
"Every month","Romania","2014","Cities","Males","From 15 to 24 years","Percentage","26.6",""
"Every month","Romania","2014","Cities","Males","From 25 to 64 years","Percentage","40.1",""
"Every month","Romania","2014","Cities","Males","65 years or over","Percentage","32.3",""
"Every month","Romania","2014","Cities","Females","Total","Percentage","25.0",""
"Every month","Romania","2014","Cities","Females","From 15 to 24 years","Percentage","15.2",""
"Every month","Romania","2014","Cities","Females","From 25 to 64 years","Percentage","29.3",""
"Every month","Romania","2014","Cities","Females","65 years or over","Percentage","14.5",""
"Every month","Slovenia","2014","Cities","Total","Total","Percentage","27.1",""
"Every month","Slovenia","2014","Cities","Total","From 15 to 24 years","Percentage","35.8",""
"Every month","Slovenia","2014","Cities","Total","From 25 to 64 years","Percentage","27.4",""
"Every month","Slovenia","2014","Cities","Total","65 years or over","Percentage","20.3",""
"Every month","Slovenia","2014","Cities","Males","Total","Percentage","23.6",""
"Every month","Slovenia","2014","Cities","Males","From 15 to 24 years","Percentage","43.6",""
"Every month","Slovenia","2014","Cities","Males","From 25 to 64 years","Percentage","22.2",""
"Every month","Slovenia","2014","Cities","Males","65 years or over","Percentage","13.2",""
"Every month","Slovenia","2014","Cities","Females","Total","Percentage","30.0",""
"Every month","Slovenia","2014","Cities","Females","From 15 to 24 years","Percentage","28.7",""
"Every month","Slovenia","2014","Cities","Females","From 25 to 64 years","Percentage","32.2",""
"Every month","Slovenia","2014","Cities","Females","65 years or over","Percentage","24.8",""
"Every month","Slovakia","2014","Cities","Total","Total","Percentage","30.2",""
"Every month","Slovakia","2014","Cities","Total","From 15 to 24 years","Percentage","31.2",""
"Every month","Slovakia","2014","Cities","Total","From 25 to 64 years","Percentage","32.2",""
"Every month","Slovakia","2014","Cities","Total","65 years or over","Percentage","21.1",""
"Every month","Slovakia","2014","Cities","Males","Total","Percentage","32.4",""
"Every month","Slovakia","2014","Cities","Males","From 15 to 24 years","Percentage","34.5",""
"Every month","Slovakia","2014","Cities","Males","From 25 to 64 years","Percentage","33.9",""
"Every month","Slovakia","2014","Cities","Males","65 years or over","Percentage","22.4",""
"Every month","Slovakia","2014","Cities","Females","Total","Percentage","28.0",""
"Every month","Slovakia","2014","Cities","Females","From 15 to 24 years","Percentage","28.3",""
"Every month","Slovakia","2014","Cities","Females","From 25 to 64 years","Percentage","30.4",""
"Every month","Slovakia","2014","Cities","Females","65 years or over","Percentage","20.2",""
"Every month","Finland","2014","Cities","Total","Total","Percentage","31.4",""
"Every month","Finland","2014","Cities","Total","From 15 to 24 years","Percentage","40.1",""
"Every month","Finland","2014","Cities","Total","From 25 to 64 years","Percentage","31.5",""
"Every month","Finland","2014","Cities","Total","65 years or over","Percentage","23.9",""
"Every month","Finland","2014","Cities","Males","Total","Percentage","29.6",""
"Every month","Finland","2014","Cities","Males","From 15 to 24 years","Percentage","42.0",""
"Every month","Finland","2014","Cities","Males","From 25 to 64 years","Percentage","28.4",""
"Every month","Finland","2014","Cities","Males","65 years or over","Percentage","24.1",""
"Every month","Finland","2014","Cities","Females","Total","Percentage","32.7",""
"Every month","Finland","2014","Cities","Females","From 15 to 24 years","Percentage","38.7",""
"Every month","Finland","2014","Cities","Females","From 25 to 64 years","Percentage","34.2",""
"Every month","Finland","2014","Cities","Females","65 years or over","Percentage","23.8",""
"Every month","Sweden","2014","Cities","Total","Total","Percentage","27.1",""
"Every month","Sweden","2014","Cities","Total","From 15 to 24 years","Percentage","34.4",""
"Every month","Sweden","2014","Cities","Total","From 25 to 64 years","Percentage","28.4",""
"Every month","Sweden","2014","Cities","Total","65 years or over","Percentage","19.8",""
"Every month","Sweden","2014","Cities","Males","Total","Percentage","26.9",""
"Every month","Sweden","2014","Cities","Males","From 15 to 24 years","Percentage","36.3",""
"Every month","Sweden","2014","Cities","Males","From 25 to 64 years","Percentage","28.4",""
"Every month","Sweden","2014","Cities","Males","65 years or over","Percentage","17.0",""
"Every month","Sweden","2014","Cities","Females","Total","Percentage","27.3",""
"Every month","Sweden","2014","Cities","Females","From 15 to 24 years","Percentage","32.3",""
"Every month","Sweden","2014","Cities","Females","From 25 to 64 years","Percentage","28.4",""
"Every month","Sweden","2014","Cities","Females","65 years or over","Percentage","22.3",""
"Every month","United Kingdom","2014","Cities","Total","Total","Percentage","16.8",""
"Every month","United Kingdom","2014","Cities","Total","From 15 to 24 years","Percentage","21.4",""
"Every month","United Kingdom","2014","Cities","Total","From 25 to 64 years","Percentage","17.6",""
"Every month","United Kingdom","2014","Cities","Total","65 years or over","Percentage","12.0",""
"Every month","United Kingdom","2014","Cities","Males","Total","Percentage","15.6",""
"Every month","United Kingdom","2014","Cities","Males","From 15 to 24 years","Percentage","21.8",""
"Every month","United Kingdom","2014","Cities","Males","From 25 to 64 years","Percentage","15.7",""
"Every month","United Kingdom","2014","Cities","Males","65 years or over","Percentage","12.1",""
"Every month","United Kingdom","2014","Cities","Females","Total","Percentage","17.9",""
"Every month","United Kingdom","2014","Cities","Females","From 15 to 24 years","Percentage","21.1",""
"Every month","United Kingdom","2014","Cities","Females","From 25 to 64 years","Percentage","19.3",""
"Every month","United Kingdom","2014","Cities","Females","65 years or over","Percentage","12.0",""
"Every month","Iceland","2014","Cities","Total","Total","Percentage","39.8",""
"Every month","Iceland","2014","Cities","Total","From 15 to 24 years","Percentage","37.4",""
"Every month","Iceland","2014","Cities","Total","From 25 to 64 years","Percentage","42.3",""
"Every month","Iceland","2014","Cities","Total","65 years or over","Percentage","32.5",""
"Every month","Iceland","2014","Cities","Males","Total","Percentage","38.9",""
"Every month","Iceland","2014","Cities","Males","From 15 to 24 years","Percentage","35.2",""
"Every month","Iceland","2014","Cities","Males","From 25 to 64 years","Percentage","41.7",""
"Every month","Iceland","2014","Cities","Males","65 years or over","Percentage","31.9",""
"Every month","Iceland","2014","Cities","Females","Total","Percentage","40.7",""
"Every month","Iceland","2014","Cities","Females","From 15 to 24 years","Percentage","39.8",""
"Every month","Iceland","2014","Cities","Females","From 25 to 64 years","Percentage","42.9",""
"Every month","Iceland","2014","Cities","Females","65 years or over","Percentage","33.1",""
"Every month","Norway","2014","Cities","Total","Total","Percentage","44.2",""
"Every month","Norway","2014","Cities","Total","From 15 to 24 years","Percentage","52.6",""
"Every month","Norway","2014","Cities","Total","From 25 to 64 years","Percentage","45.6",""
"Every month","Norway","2014","Cities","Total","65 years or over","Percentage","28.0",""
"Every month","Norway","2014","Cities","Males","Total","Percentage","39.9",""
"Every month","Norway","2014","Cities","Males","From 15 to 24 years","Percentage","45.1",""
"Every month","Norway","2014","Cities","Males","From 25 to 64 years","Percentage","41.3",""
"Every month","Norway","2014","Cities","Males","65 years or over","Percentage","27.9",""
"Every month","Norway","2014","Cities","Females","Total","Percentage","48.4",""
"Every month","Norway","2014","Cities","Females","From 15 to 24 years","Percentage","59.9",""
"Every month","Norway","2014","Cities","Females","From 25 to 64 years","Percentage","50.0",""
"Every month","Norway","2014","Cities","Females","65 years or over","Percentage","28.2",""
"Every month","Turkey","2014","Cities","Total","Total","Percentage","0",""
"Every month","Turkey","2014","Cities","Total","From 15 to 24 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Total","From 25 to 64 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Total","65 years or over","Percentage","0",""
"Every month","Turkey","2014","Cities","Males","Total","Percentage","0",""
