"","ID","Starost","Spol","Zaposlitev","Nastanitev","Prihranki","Velikost kredita","Trajanje","Namen","Ocena"
"795","794","32","moški","2","najem","zelo veliko","1561","24","pohištvo/oprema","dober"
"796","795","22","ženska","2","najem","srednje","1173"," 9","pohištvo/oprema","dober"
"797","796","51","moški","2","drugo",NA,"3830","18","avto","slab"
"798","797","22","ženska","1","najem","malo"," 641","12","pohištvo/oprema","dober"
"799","798","54","moški","2","lastno",NA," 365","24","avto","dober"
"800","799","35","moški","0","lastno",NA," 789"," 9","avto","dober"
"801","800","54","moški","2","drugo","malo"," 814","24","izobrazba","dober"
"802","801","48","ženska","1","najem","malo"," 915","18","radio/TV","dober"
"803","802","24","ženska","2","lastno","malo","2178","20","pohištvo/oprema","dober"
"804","803","35","moški","2","lastno",NA," 497","12","radio/TV","dober"
"805","804","24","ženska","0","najem",NA,"3810","12","avto","dober"
"806","805","24","moški","2","lastno","malo","4728","36","avto","slab"
"807","806","26","moški","1","lastno","malo"," 300"," 6","radio/TV","dober"
"808","807","65","moški","2","lastno",NA," 474","12","radio/TV","dober"
"809","808","55","moški","3","drugo","malo","4734","42","avto","dober"
"810","809","26","ženska","0","najem","malo"," 906","15","avto","slab"
"811","810","26","moški","2","lastno","malo"," 462"," 8","posel","dober"
"812","811","28","moški","1","lastno","malo"," 246"," 6","radio/TV","dober"
"813","812","24","moški","2","lastno","malo","4910","36","avto","slab"
"814","813","54","moški","2","lastno","malo","1556","48","gospodinjski aparati","slab"
"815","814","46","moški","2","drugo","malo","2004","48","avto","slab"
"816","815","54","ženska","2","najem","malo","3790","36","avto","dober"
"817","816","62","moški","2","lastno","zelo veliko"," 682"," 6","gospodinjski aparati","dober"
"818","817","24","ženska","2","najem","malo"," 792"," 6","radio/TV","dober"
"819","818","43","moški","3","lastno","malo","8087","36","drugo","dober"
"820","819","26","moški","2","lastno","malo"," 685","18","radio/TV","slab"
"821","820","27","moški","2","lastno","malo"," 561","12","avto","dober"
"822","821","24","moški","2","lastno","malo","1538","12","radio/TV","dober"
"823","822","41","moški","2","lastno","malo","1383","36","pohištvo/oprema","slab"
"824","823","47","moški","1","lastno","malo"," 372"," 8","avto","dober"
"825","824","35","moški","3","lastno","malo","1927","18","pohištvo/oprema","dober"
"826","825","30","moški","2","lastno","malo"," 817","21","avto","dober"
"827","826","33","ženska","2","najem","malo","2022","18","avto","slab"
"828","827","36","moški","2","lastno","malo","2124","18","posel","slab"
"829","828","47","moški","2","drugo",NA,"4250","36","avto","slab"
"830","829","38","moški","2","drugo",NA,"3407","48","posel","dober"
"831","830","44","moški","2","lastno","zelo veliko","1211","24","posel","dober"
"832","831","23","ženska","2","najem","malo"," 620","18","avto","slab"
"833","832","29","moški","2","najem","malo","6026","45","posel","slab"
"834","833","42","ženska","2","lastno",NA,"2592","24","radio/TV","dober"
"835","834","25","ženska","1","lastno","malo","1186","15","radio/TV","slab"
"836","835","48","moški","2","lastno","malo"," 551","12","avto","slab"
"837","836","21","ženska","2","lastno",NA," 451","12","radio/TV","dober"
"838","837","23","ženska","1","najem","malo"," 306"," 4","pohištvo/oprema","dober"
"839","838","63","moški","2","lastno","malo","1508","24","avto","dober"
"840","839","46","moški","2","lastno","malo","1331","24","radio/TV","dober"
"841","840","29","moški","2","lastno","malo","2641","36","pohištvo/oprema","slab"
"842","841","28","moški","1","lastno","malo","1526","21","avto","dober"
"843","842","23","ženska","2","lastno","malo"," 990","18","popravila","slab"
"844","843","50","moški","2","lastno","malo"," 795","24","posel","dober"
"845","844","47","moški","2","lastno","malo","1745","18","pohištvo/oprema","dober"
"846","845","35","moški","2","lastno",NA,"2027","21","pohištvo/oprema","dober"
"847","846","68","moški","2","najem",NA,"3448","18","avto","slab"
"848","847","28","moški","2","lastno","malo"," 636","24","avto","dober"
"849","848","59","moški","2","lastno","malo"," 695"," 9","radio/TV","dober"
"850","849","57","moški","1","lastno","malo"," 361","12","radio/TV","slab"
"851","850","33","moški","2","najem","malo","1139","20","avto","slab"
"852","851","43","moški","2","lastno",NA,"2061","24","avto","dober"
"853","852","35","moški","2","drugo","malo"," 750","15","radio/TV","dober"
"854","853","32","moški","1","drugo","malo"," 735","18","avto","slab"
"855","854","45","moški","2","lastno","malo","5546","36","avto","dober"
"856","855","33","moški","2","lastno","srednje"," 751","24","avto","dober"
"857","856","40","ženska","2","lastno",NA," 455","10","izobrazba","dober"
"858","857","28","moški","2","drugo","malo","1704","15","pohištvo/oprema","dober"
"859","858","29","ženska","2","lastno","malo","2019","15","avto","slab"
"860","859","26","moški","2","najem","srednje","1824"," 9","avto","dober"
"861","860","27","moški","2","lastno","veliko","2960","24","avto","dober"
"862","861","28","moški","2","lastno","malo","1106","18","posel","slab"
"863","862","35","ženska","2","lastno","malo","1243","24","radio/TV","slab"
"864","863","32","moški","1","lastno","veliko","2308","27","pohištvo/oprema","dober"
"865","864","25","moški","1","najem","malo","1127","10","pohištvo/oprema","slab"
"866","865","20","ženska","2","najem","zelo veliko","1132","15","pohištvo/oprema","dober"
"867","866","27","ženska","2","lastno","malo","1218","18","radio/TV","dober"
"868","867","42","moški","2","lastno","malo","1698","12","pohištvo/oprema","dober"
"869","868","37","moški","2","lastno",NA,"3778","36","posel","dober"
"870","869","24","ženska","2","najem","malo"," 332","12","pohištvo/oprema","dober"
"871","870","40","ženska","2","lastno","zelo veliko","3915","36","pohištvo/oprema","dober"
"872","871","46","moški","2","lastno","malo"," 684"," 6","avto","dober"
"873","872","26","moški","2","lastno","srednje"," 704","24","posel","dober"
"874","873","24","ženska","2","lastno",NA," 445","15","gospodinjski aparati","dober"
"875","874","29","moški","1","lastno","malo","1830","12","pohištvo/oprema","dober"
"876","875","40","ženska","2","lastno","veliko"," 674","11","avto","dober"
"877","876","36","moški","3","drugo","malo"," 989","18","radio/TV","dober"
"878","877","28","moški","2","lastno","malo","1833","36","radio/TV","dober"
"879","878","27","moški","3","drugo","malo"," 725"," 9","avto","slab"
"880","879","36","moški","2","lastno",NA,"3438","30","radio/TV","dober"
"881","880","38","moški","3","lastno","malo","3985","24","avto","dober"
"882","881","48","moški","2","drugo",NA,"4731","24","avto","dober"
"883","882","36","moški","2","lastno",NA,"1112","30","avto","dober"
"884","883","65","ženska","0","lastno","malo"," 559","18","radio/TV","dober"
"885","884","43","moški","2","lastno","malo","2069","24","pohištvo/oprema","slab"
"886","885","53","ženska","2","lastno","malo"," 405","12","izobrazba","slab"
"887","886","34","moški","2","lastno",NA,"1440","24","posel","dober"
"888","887","23","moški","2","lastno","malo","7992","48","posel","slab"
"889","888","34","moški","3","lastno","malo","3373","36","avto","dober"
"890","889","40","moški","2","najem",NA,"3990","28","avto","dober"
"891","890","43","moški","3","lastno","malo","1245","27","posel","dober"
"892","891","46","moški","2","lastno","malo"," 932","15","radio/TV","dober"
"893","892","38","moški","1","lastno","malo","1107","12","avto","dober"
"894","893","34","moški","2","lastno","malo","2958","36","avto","dober"
"895","894","29","moški","2","lastno",NA," 596","18","radio/TV","dober"
"896","895","31","moški","3","lastno",NA,"4562","36","avto","dober"
"897","896","28","ženska","3","najem","malo","1329","21","radio/TV","dober"
"898","897","35","ženska","2","lastno","veliko"," 811","12","pohištvo/oprema","dober"
"899","898","33","ženska","1","najem",NA,"1114","15","pohištvo/oprema","dober"
"900","899","42","moški","2","lastno","malo","2118","18","pohištvo/oprema","slab"
"901","900","43","moški","2","najem","malo","1338","16","avto","slab"
"902","901","44","moški","2","lastno",NA,"1777","20","avto","dober"
"903","902","42","moški","2","drugo",NA,"5343","36","avto","dober"
"904","903","40","moški","2","najem",NA," 706","15","radio/TV","dober"
"905","904","36","moški","3","lastno","malo"," 651","24","radio/TV","dober"
"906","905","20","moški","3","najem","malo"," 564","12","radio/TV","dober"
"907","906","24","moški","1","lastno",NA,"1919","21","avto","dober"
"908","907","27","moški","2","lastno",NA,"1892","36","izobrazba","dober"
"909","908","46","ženska","1","lastno","malo","1832","15","avto","dober"
"910","909","33","ženska","1","lastno",NA,"1629"," 9","avto","dober"
"911","910","34","ženska","2","lastno","malo","2271","36","radio/TV","dober"
"912","911","25","ženska","1","lastno","malo","2415","24","pohištvo/oprema","slab"
"913","912","25","ženska","2","lastno",NA,"1525","30","radio/TV","dober"
"914","913","28","moški","2","lastno","veliko","1092","11","posel","dober"
"915","914","31","moški","2","najem","malo","1612","24","posel","slab"
"916","915","32","ženska","3","lastno","malo","9396","48","drugo","slab"
"917","916","32","moški","2","lastno","srednje","1452","10","avto","dober"
"918","917","68","moški","3","lastno","malo","7596"," 6","avto","slab"
"919","918","33","moški","2","lastno","srednje","1203","24","pohištvo/oprema","slab"
"920","919","39","moški","3","najem","malo","1705","24","pohištvo/oprema","slab"
"921","920","28","ženska","2","lastno","malo"," 926","18","pohištvo/oprema","dober"
"922","921","37","moški","3","lastno","zelo veliko","6501","48","radio/TV","dober"
"923","922","22","ženska","2","najem","malo"," 696"," 9","radio/TV","slab"
"924","923","30","moški","2","najem","malo","1021","12","avto","dober"
"925","924","55","moški","2","lastno","malo","3504","24","pohištvo/oprema","slab"
"926","925","46","moški","2","lastno","malo"," 355","12","avto","slab"
"927","926","21","ženska","2","najem","malo"," 534","18","pohištvo/oprema","dober"
"928","927","39","moški","2","drugo","malo","5251","48","avto","slab"
"929","928","58","moški","2","lastno",NA," 952","30","radio/TV","dober"
"930","929","43","moški","1","lastno","malo"," 685","12","avto","dober"
"931","930","24","moški","1","lastno","malo"," 890","24","pohištvo/oprema","dober"
"932","931","22","ženska","2","lastno","malo"," 851"," 9","radio/TV","slab"
"933","932","30","moški","2","lastno","malo"," 624"," 9","avto","dober"
"934","933","42","moški","2","lastno","zelo veliko"," 266","12","radio/TV","dober"
"935","934","23","ženska","2","lastno","malo"," 763","12","radio/TV","dober"
"936","935","30","moški","3","lastno","srednje"," 978","30","radio/TV","slab"
"937","936","28","ženska","1","lastno","malo"," 379"," 9","radio/TV","slab"
"938","937","30","moški","3","najem","malo","1052"," 6","radio/TV","dober"
"939","938","42","moški","2","drugo","malo","3206","60","izobrazba","slab"
"940","939","46","moški","3","lastno",NA,"3489","24","avto","dober"
"941","940","45","moški","3","lastno",NA,"1798","12","avto","dober"
"942","941","31","moški","1","lastno","malo"," 788","10","avto","dober"
"943","942","31","moški","2","lastno",NA," 473","24","pohištvo/oprema","dober"
"944","943","42","moški","1","lastno","malo"," 742"," 4","avto","dober"
"945","944","46","ženska","2","najem","malo"," 940","15","pohištvo/oprema","dober"
"946","945","30","ženska","2","lastno","zelo veliko","4262","48","avto","dober"
"947","946","30","moški","2","drugo","zelo veliko","1707","24","pohištvo/oprema","slab"
"948","947","38","moški","3","lastno",NA,"1458","12","avto","dober"
"949","948","43","moški","1","lastno","malo"," 781","18","pohištvo/oprema","slab"
"950","949","31","moški","2","lastno","srednje","1846","24","radio/TV","slab"
"951","950","40","moški","0","lastno","malo","1830","18","posel","dober"
"952","951","24","moški","2","lastno","malo","1093","36","posel","slab"
"953","952","28","ženska","2","najem","zelo veliko","2097","24","avto","slab"
"954","953","26","ženska","3","lastno","malo","5596","36","pohištvo/oprema","slab"
"955","954","29","ženska","2","lastno","malo"," 965","12","avto","dober"
"956","955","57","ženska","3","najem","veliko"," 627","24","radio/TV","dober"
"957","956","49","moški","1","lastno",NA,"1864","30","radio/TV","dober"
"958","957","37","moški","1","lastno","malo"," 588"," 9","radio/TV","dober"
"959","958","45","moški","1","lastno","malo","2043","28","avto","slab"
"960","959","30","moški","2","drugo","srednje","1565","24","pohištvo/oprema","dober"
"961","960","30","moški","2","najem","malo"," 887"," 6","radio/TV","dober"
"962","961","47","moški","2","lastno","malo","1200","21","avto","dober"
"963","962","29","moški","2","lastno",NA,"1813","15","avto","dober"
"964","963","35","moški","2","lastno","zelo veliko","1222","24","radio/TV","slab"
"965","964","22","moški","1","lastno","malo"," 231"," 6","popravila","dober"
"966","965","26","ženska","2","lastno",NA," 874","30","radio/TV","dober"
"967","966","23","moški","1","lastno","zelo veliko","1285","27","radio/TV","slab"
"968","967","54","ženska","3","najem","malo","1819","15","radio/TV","dober"
"969","968","29","moški","2","najem",NA,"3654","42","radio/TV","dober"
"970","969","40","moški","1","lastno","malo","2008","11","avto","dober"
"971","970","22","moški","2","lastno","srednje"," 772","15","popravila","dober"
"972","971","43","moški","1","lastno","malo","3770","24","avto","dober"
"973","972","29","ženska","0","najem","malo"," 608","24","avto","slab"
"974","973","36","moški","2","najem","malo","3721","60","posel","slab"
"975","974","33","ženska","2","lastno","malo","1443","30","radio/TV","dober"
"976","975","57","ženska","1","lastno","zelo veliko"," 641","24","radio/TV","dober"
"977","976","64","ženska","2","lastno","malo"," 384"," 6","radio/TV","dober"
"978","977","42","moški","2","lastno",NA,"1237","18","posel","dober"
"979","978","47","moški","1","lastno","malo","1294","24","avto","slab"
"980","979","25","moški","2","najem","srednje"," 644","15","avto","slab"
"981","980","49","moški","2","lastno","malo","4276","30","pohištvo/oprema","slab"
"982","981","33","moški","3","najem","malo","2470","48","posel","slab"
"983","982","28","ženska","3","lastno","srednje","1490","21","avto","dober"
"984","983","26","moški","2","lastno","malo","4196","36","avto","slab"
"985","984","30","moški","1","lastno","malo","1034","24","pohištvo/oprema","dober"
"986","985","25","ženska","2","najem","malo"," 730","15","pohištvo/oprema","dober"
"987","986","33","moški","2","lastno","malo","3207","42","posel","dober"
"988","987","64","ženska","2","lastno","srednje"," 718","13","radio/TV","dober"
"989","988","29","moški","3","drugo","malo","3355","24","avto","dober"
"990","989","48","moški","1","lastno","malo"," 888","24","radio/TV","dober"
"991","990","37","moški","1","lastno",NA,"1818","12","izobrazba","dober"
"992","991","34","moški","1","lastno","srednje"," 800","15","radio/TV","dober"
"993","992","23","moški","1","najem",NA," 987","18","radio/TV","dober"
"994","993","30","moški","3","lastno","malo","2019","36","pohištvo/oprema","dober"
"995","994","50","moški","2","lastno",NA,"1218","12","avto","dober"
"996","995","31","ženska","1","lastno","malo"," 885","12","pohištvo/oprema","dober"
"997","996","40","moški","3","lastno","malo","1967","30","avto","dober"
"998","997","38","moški","2","lastno","malo"," 410","12","radio/TV","dober"
"999","998","23","moški","2","drugo","malo"," 940","45","radio/TV","slab"
"1000","999","27","moški","2","lastno","srednje","2333","45","avto","dober"
